LOCATION CODE,COUNTY,AREA NAME,REGION,SCHOOL YEARS,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,GRADE LEVEL,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,Location 1
051301,CAYUGA,MORAVIA CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,29,20.3%,28,19.6%,57,39.9%,MIDDLE/HIGH,SCHOOL DISTRICT,68 S MAIN ST,MORAVIA,NY,13118,"68 S MAIN ST
MORAVIA, NY 13118
(42.70701232400046, -76.42085348599966)"
060301,CHAUTAUQUA,FREWSBURG CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,31,12.9%,22,9.2%,53,22.1%,DISTRICT TOTAL,SCHOOL DISTRICT,26 INSTITUTE ST,FREWSBURG,NY,14738,"26 INSTITUTE ST
FREWSBURG, NY 14738
(42.05421817400048, -79.15959114299966)"
060301,CHAUTAUQUA,FREWSBURG CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,31,12.9%,22,9.2%,53,22.1%,ELEMENTARY,SCHOOL DISTRICT,26 INSTITUTE ST,FREWSBURG,NY,14738,"26 INSTITUTE ST
FREWSBURG, NY 14738
(42.05421817400048, -79.15959114299966)"
060301,CHAUTAUQUA,FREWSBURG CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,26 INSTITUTE ST,FREWSBURG,NY,14738,"26 INSTITUTE ST
FREWSBURG, NY 14738
(42.05421817400048, -79.15959114299966)"
060401,CHAUTAUQUA,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,65,15.8%,102,24.8%,167,40.5%,DISTRICT TOTAL,SCHOOL DISTRICT,5935 RT 60,SINCLAIRVILLE,NY,14782,"5935 RT 60
SINCLAIRVILLE, NY 14782
(42.25838540100045, -79.28248703499963)"
060401,CHAUTAUQUA,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,41,16%,57,22.2%,98,38.1%,ELEMENTARY,SCHOOL DISTRICT,5935 RT 60,SINCLAIRVILLE,NY,14782,"5935 RT 60
SINCLAIRVILLE, NY 14782
(42.25838540100045, -79.28248703499963)"
060401,CHAUTAUQUA,CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,24,15.5%,45,29%,69,44.5%,MIDDLE/HIGH,SCHOOL DISTRICT,5935 RT 60,SINCLAIRVILLE,NY,14782,"5935 RT 60
SINCLAIRVILLE, NY 14782
(42.25838540100045, -79.28248703499963)"
060701,CHAUTAUQUA,CLYMER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,25,16.3%,27,17.6%,52,34%,DISTRICT TOTAL,SCHOOL DISTRICT,8672 E MAIN ST,CLYMER,NY,14724,"8672 E MAIN ST
CLYMER, NY 14724
(42.02086768100048, -79.62686100799965)"
060701,CHAUTAUQUA,CLYMER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,12,14%,13,15.1%,25,29.1%,ELEMENTARY,SCHOOL DISTRICT,8672 E MAIN ST,CLYMER,NY,14724,"8672 E MAIN ST
CLYMER, NY 14724
(42.02086768100048, -79.62686100799965)"
060701,CHAUTAUQUA,CLYMER CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,8,12.7%,14,22.2%,22,34.9%,MIDDLE/HIGH,SCHOOL DISTRICT,8672 E MAIN ST,CLYMER,NY,14724,"8672 E MAIN ST
CLYMER, NY 14724
(42.02086768100048, -79.62686100799965)"
060800,CHAUTAUQUA,DUNKIRK CITY SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,106,17.1%,161,26%,267,43.1%,DISTRICT TOTAL,SCHOOL DISTRICT,620 MARAUDER DR,DUNKIRK,NY,14048,"620 MARAUDER DR
DUNKIRK, NY 14048
(42.4767857380005, -79.34117349499968)"
060800,CHAUTAUQUA,DUNKIRK CITY SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,56,16.2%,82,23.7%,138,39.9%,ELEMENTARY,SCHOOL DISTRICT,620 MARAUDER DR,DUNKIRK,NY,14048,"620 MARAUDER DR
DUNKIRK, NY 14048
(42.4767857380005, -79.34117349499968)"
060800,CHAUTAUQUA,DUNKIRK CITY SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,50,18.9%,79,29.8%,129,48.7%,MIDDLE/HIGH,SCHOOL DISTRICT,620 MARAUDER DR,DUNKIRK,NY,14048,"620 MARAUDER DR
DUNKIRK, NY 14048
(42.4767857380005, -79.34117349499968)"
061501,CHAUTAUQUA,SILVER CREEK CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,55,15%,69,18.8%,124,33.8%,DISTRICT TOTAL,SCHOOL DISTRICT,1 DICKINSON ST,SILVER CREEK,NY,14136,"1 DICKINSON ST
SILVER CREEK, NY 14136
(42.53405427400048, -79.16644740699968)"
061501,CHAUTAUQUA,SILVER CREEK CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,37,14.5%,43,16.8%,80,31.3%,ELEMENTARY,SCHOOL DISTRICT,1 DICKINSON ST,SILVER CREEK,NY,14136,"1 DICKINSON ST
SILVER CREEK, NY 14136
(42.53405427400048, -79.16644740699968)"
061501,CHAUTAUQUA,SILVER CREEK CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,18,16.2%,26,23.4%,44,39.6%,MIDDLE/HIGH,SCHOOL DISTRICT,1 DICKINSON ST,SILVER CREEK,NY,14136,"1 DICKINSON ST
SILVER CREEK, NY 14136
(42.53405427400048, -79.16644740699968)"
061601,CHAUTAUQUA,PANAMA CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,35,16.8%,45,21.6%,80,38.5%,DISTRICT TOTAL,SCHOOL DISTRICT,41 NORTH ST,PANAMA,NY,14767,"41 NORTH ST
PANAMA, NY 14767
(42.07817757000049, -79.48330743499963)"
061601,CHAUTAUQUA,PANAMA CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,18,16.7%,27,25%,45,41.7%,ELEMENTARY,SCHOOL DISTRICT,41 NORTH ST,PANAMA,NY,14767,"41 NORTH ST
PANAMA, NY 14767
(42.07817757000049, -79.48330743499963)"
061601,CHAUTAUQUA,PANAMA CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,17,18.3%,18,19.4%,35,37.6%,MIDDLE/HIGH,SCHOOL DISTRICT,41 NORTH ST,PANAMA,NY,14767,"41 NORTH ST
PANAMA, NY 14767
(42.07817757000049, -79.48330743499963)"
062301,CHAUTAUQUA,BROCTON CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,31,13.7%,40,17.6%,71,31.3%,DISTRICT TOTAL,SCHOOL DISTRICT,138 W MAIN ST,BROCTON,NY,14716,"138 W MAIN ST
BROCTON, NY 14716
(42.3844961370005, -79.45380230699965)"
062301,CHAUTAUQUA,BROCTON CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,16,10.7%,27,18.1%,43,28.9%,ELEMENTARY,SCHOOL DISTRICT,138 W MAIN ST,BROCTON,NY,14716,"138 W MAIN ST
BROCTON, NY 14716
(42.3844961370005, -79.45380230699965)"
062301,CHAUTAUQUA,BROCTON CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,15,19.2%,13,16.7%,28,35.9%,MIDDLE/HIGH,SCHOOL DISTRICT,138 W MAIN ST,BROCTON,NY,14716,"138 W MAIN ST
BROCTON, NY 14716
(42.3844961370005, -79.45380230699965)"
062601,CHAUTAUQUA,SHERMAN CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,33,18.1%,30,16.5%,63,34.6%,DISTRICT TOTAL,SCHOOL DISTRICT,127 PARK ST,SHERMAN,NY,14781,"127 PARK ST
SHERMAN, NY 14781
(42.1608088050005, -79.59415678499965)"
062601,CHAUTAUQUA,SHERMAN CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,19,19.4%,11,11.2%,30,30.6%,ELEMENTARY,SCHOOL DISTRICT,127 PARK ST,SHERMAN,NY,14781,"127 PARK ST
SHERMAN, NY 14781
(42.1608088050005, -79.59415678499965)"
062601,CHAUTAUQUA,SHERMAN CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,11,13.6%,19,23.5%,30,37%,MIDDLE/HIGH,SCHOOL DISTRICT,127 PARK ST,SHERMAN,NY,14781,"127 PARK ST
SHERMAN, NY 14781
(42.1608088050005, -79.59415678499965)"
062901,CHAUTAUQUA,WESTFIELD CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,40,14.4%,53,19.1%,93,33.5%,DISTRICT TOTAL,SCHOOL DISTRICT,203 E MAIN ST,WESTFIELD,NY,14787,"203 E MAIN ST
WESTFIELD, NY 14787
(42.32880484700047, -79.56798574499965)"
062901,CHAUTAUQUA,WESTFIELD CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,23,16.5%,23,16.5%,46,33.1%,ELEMENTARY,SCHOOL DISTRICT,203 E MAIN ST,WESTFIELD,NY,14787,"203 E MAIN ST
WESTFIELD, NY 14787
(42.32880484700047, -79.56798574499965)"
062901,CHAUTAUQUA,WESTFIELD CENTRAL SCHOOL DISTRICT,WESTERN NEW YORK,2012-2013,17,14%,18,14.9%,35,28.9%,MIDDLE/HIGH,SCHOOL DISTRICT,203 E MAIN ST,WESTFIELD,NY,14787,"203 E MAIN ST
WESTFIELD, NY 14787
(42.32880484700047, -79.56798574499965)"
070600,CHEMUNG,ELMIRA CITY SCHOOL DISTRICT,FINGER LAKES,2012-2013,306,16.8%,359,19.7%,665,36.5%,DISTRICT TOTAL,SCHOOL DISTRICT,951 HOFFMAN ST,ELMIRA,NY,14905,"951 HOFFMAN ST
ELMIRA, NY 14905
(42.09667587700045, -76.82882069499965)"
070600,CHEMUNG,ELMIRA CITY SCHOOL DISTRICT,FINGER LAKES,2012-2013,203,15.7%,263,20.3%,466,35.9%,ELEMENTARY,SCHOOL DISTRICT,951 HOFFMAN ST,ELMIRA,NY,14905,"951 HOFFMAN ST
ELMIRA, NY 14905
(42.09667587700045, -76.82882069499965)"
070600,CHEMUNG,ELMIRA CITY SCHOOL DISTRICT,FINGER LAKES,2012-2013,103,19.7%,96,18.4%,199,38%,MIDDLE/HIGH,SCHOOL DISTRICT,951 HOFFMAN ST,ELMIRA,NY,14905,"951 HOFFMAN ST
ELMIRA, NY 14905
(42.09667587700045, -76.82882069499965)"
080601,CHENANGO,GREENE CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,66,20%,53,16.1%,119,36.1%,DISTRICT TOTAL,SCHOOL DISTRICT,40 S CANAL ST,GREENE,NY,13778,"40 S CANAL ST
GREENE, NY 13778
(42.326038869000456, -75.77504637699963)"
080601,CHENANGO,GREENE CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,36,18.8%,29,15.2%,65,34%,ELEMENTARY,SCHOOL DISTRICT,40 S CANAL ST,GREENE,NY,13778,"40 S CANAL ST
GREENE, NY 13778
(42.326038869000456, -75.77504637699963)"
080601,CHENANGO,GREENE CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,30,21.6%,24,17.3%,54,38.8%,MIDDLE/HIGH,SCHOOL DISTRICT,40 S CANAL ST,GREENE,NY,13778,"40 S CANAL ST
GREENE, NY 13778
(42.326038869000456, -75.77504637699963)"
081003,CHENANGO,UNADILLA VALLEY CENTRAL SCHOOLS,NEW YORK - PENN,2012-2013,42,18.7%,68,30.2%,110,48.9%,DISTRICT TOTAL,SCHOOL DISTRICT,4238 STATE HWY 8,NEW BERLIN,NY,13411,"4238 STATE HWY 8
NEW BERLIN, NY 13411
(42.58158954300046, -75.33676628099965)"
081003,CHENANGO,UNADILLA VALLEY CENTRAL SCHOOLS,NEW YORK - PENN,2012-2013,33,22.8%,37,25.5%,70,48.3%,ELEMENTARY,SCHOOL DISTRICT,4238 STATE HWY 8,NEW BERLIN,NY,13411,"4238 STATE HWY 8
NEW BERLIN, NY 13411
(42.58158954300046, -75.33676628099965)"
081003,CHENANGO,UNADILLA VALLEY CENTRAL SCHOOLS,NEW YORK - PENN,2012-2013,8,10.1%,31,39.2%,39,49.4%,MIDDLE/HIGH,SCHOOL DISTRICT,4238 STATE HWY 8,NEW BERLIN,NY,13411,"4238 STATE HWY 8
NEW BERLIN, NY 13411
(42.58158954300046, -75.33676628099965)"
081200,CHENANGO,NORWICH CITY SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,145,19.6%,147,19.8%,292,39.4%,DISTRICT TOTAL,SCHOOL DISTRICT,89 MIDLAND DR,NORWICH,NY,13815,"89 MIDLAND DR
NORWICH, NY 13815
(42.525674807000485, -75.51653647199964)"
081200,CHENANGO,NORWICH CITY SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,90,19.5%,87,18.8%,177,38.3%,ELEMENTARY,SCHOOL DISTRICT,89 MIDLAND DR,NORWICH,NY,13815,"89 MIDLAND DR
NORWICH, NY 13815
(42.525674807000485, -75.51653647199964)"
081200,CHENANGO,NORWICH CITY SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,55,19.7%,60,21.5%,115,41.2%,MIDDLE/HIGH,SCHOOL DISTRICT,89 MIDLAND DR,NORWICH,NY,13815,"89 MIDLAND DR
NORWICH, NY 13815
(42.525674807000485, -75.51653647199964)"
081401,CHENANGO,GEORGETOWN-SO OTSELIC CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,14,14.6%,22,22.9%,36,37.5%,DISTRICT TOTAL,SCHOOL DISTRICT,125 COUNTY RD 13A,SOUTH OTSELIC,NY,13155,"125 COUNTY RD 13A
SOUTH OTSELIC, NY 13155
(42.64941667000045, -75.78413827599968)"
081401,CHENANGO,GEORGETOWN-SO OTSELIC CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,,,,,,,ELEMENTARY,SCHOOL DISTRICT,125 COUNTY RD 13A,SOUTH OTSELIC,NY,13155,"125 COUNTY RD 13A
SOUTH OTSELIC, NY 13155
(42.64941667000045, -75.78413827599968)"
081401,CHENANGO,GEORGETOWN-SO OTSELIC CENTRAL SCHOOL DISTRICT,NEW YORK - PENN,2012-2013,12,18.8%,15,23.4%,27,42.2%,MIDDLE/HIGH,SCHOOL DISTRICT,125 COUNTY RD 13A,SOUTH OTSELIC,NY,13155,"125 COUNTY RD 13A
SOUTH OTSELIC, NY 13155
(42.64941667000045, -75.78413827599968)"
090201,CLINTON,AUSABLE VALLEY CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,46,15.1%,97,31.9%,143,47%,DISTRICT TOTAL,SCHOOL DISTRICT,1273 RT 9N,CLINTONVILLE,NY,12924,"1273 RT 9N
CLINTONVILLE, NY 12924
(44.466712584000504, -73.57565651299967)"
090201,CLINTON,AUSABLE VALLEY CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,21,13.5%,47,30.3%,68,43.9%,ELEMENTARY,SCHOOL DISTRICT,1273 RT 9N,CLINTONVILLE,NY,12924,"1273 RT 9N
CLINTONVILLE, NY 12924
(44.466712584000504, -73.57565651299967)"
090201,CLINTON,AUSABLE VALLEY CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,25,16.7%,51,34%,76,50.7%,MIDDLE/HIGH,SCHOOL DISTRICT,1273 RT 9N,CLINTONVILLE,NY,12924,"1273 RT 9N
CLINTONVILLE, NY 12924
(44.466712584000504, -73.57565651299967)"
090301,CLINTON,BEEKMANTOWN CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,112,17.8%,130,20.6%,242,38.4%,DISTRICT TOTAL,SCHOOL DISTRICT,37 EAGLE WAY,WEST CHAZY,NY,12992,"37 EAGLE WAY
WEST CHAZY, NY 12992
(44.77380375400048, -73.49086239799965)"
090301,CLINTON,BEEKMANTOWN CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,70,18.2%,71,18.4%,141,36.6%,ELEMENTARY,SCHOOL DISTRICT,37 EAGLE WAY,WEST CHAZY,NY,12992,"37 EAGLE WAY
WEST CHAZY, NY 12992
(44.77380375400048, -73.49086239799965)"
090301,CLINTON,BEEKMANTOWN CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,42,17.4%,59,24.4%,101,41.7%,MIDDLE/HIGH,SCHOOL DISTRICT,37 EAGLE WAY,WEST CHAZY,NY,12992,"37 EAGLE WAY
WEST CHAZY, NY 12992
(44.77380375400048, -73.49086239799965)"
090901,CLINTON,NORTHERN ADIRONDACK CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,39,17.3%,47,20.8%,86,38.1%,DISTRICT TOTAL,SCHOOL DISTRICT,5572 RT 11,ELLENBURG DEPOT,NY,12935,"5572 RT 11
ELLENBURG DEPOT, NY 12935
(44.90193688800048, -73.81151783999962)"
090901,CLINTON,NORTHERN ADIRONDACK CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,27,16.5%,36,22%,63,38.4%,ELEMENTARY,SCHOOL DISTRICT,5572 RT 11,ELLENBURG DEPOT,NY,12935,"5572 RT 11
ELLENBURG DEPOT, NY 12935
(44.90193688800048, -73.81151783999962)"
090901,CLINTON,NORTHERN ADIRONDACK CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,12,19.7%,11,18%,23,37.7%,MIDDLE/HIGH,SCHOOL DISTRICT,5572 RT 11,ELLENBURG DEPOT,NY,12935,"5572 RT 11
ELLENBURG DEPOT, NY 12935
(44.90193688800048, -73.81151783999962)"
091101,CLINTON,PERU CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,73,18.3%,60,15%,133,33.3%,DISTRICT TOTAL,SCHOOL DISTRICT,17 SCHOOL ST,PERU,NY,12972,"17 SCHOOL ST
PERU, NY 12972
(44.582310485000505, -73.53277662799962)"
091101,CLINTON,PERU CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,58,18.9%,53,17.3%,111,36.2%,ELEMENTARY,SCHOOL DISTRICT,17 SCHOOL ST,PERU,NY,12972,"17 SCHOOL ST
PERU, NY 12972
(44.582310485000505, -73.53277662799962)"
091101,CLINTON,PERU CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,15,18.3%,,,15,18.3%,MIDDLE/HIGH,SCHOOL DISTRICT,17 SCHOOL ST,PERU,NY,12972,"17 SCHOOL ST
PERU, NY 12972
(44.582310485000505, -73.53277662799962)"
100501,COLUMBIA,TACONIC HILLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,68,17.6%,57,14.8%,125,32.4%,DISTRICT TOTAL,SCHOOL DISTRICT,73 COUNTY RT 11A,CRARYVILLE,NY,12521,"73 COUNTY RT 11A
CRARYVILLE, NY 12521
(42.17171641900046, -73.60174839699965)"
100501,COLUMBIA,TACONIC HILLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,45,18%,33,13.2%,78,31.2%,ELEMENTARY,SCHOOL DISTRICT,73 COUNTY RT 11A,CRARYVILLE,NY,12521,"73 COUNTY RT 11A
CRARYVILLE, NY 12521
(42.17171641900046, -73.60174839699965)"
100501,COLUMBIA,TACONIC HILLS CENTRAL SCHOOL,NORTHEASTERN NEW YORK,2012-2013,23,18%,24,18.8%,47,36.7%,MIDDLE/HIGH,SCHOOL DISTRICT,73 COUNTY RT 11A,CRARYVILLE,NY,12521,"73 COUNTY RT 11A
CRARYVILLE, NY 12521
(42.17171641900046, -73.60174839699965)"
101601,COLUMBIA,NEW LEBANON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,34,30.1%,22,19.5%,56,49.6%,DISTRICT TOTAL,SCHOOL DISTRICT,14665 RT 22,NEW LEBANON,NY,12125,"14665 RT 22
NEW LEBANON, NY 12125
(42.47491741700048, -73.38025539099965)"
101601,COLUMBIA,NEW LEBANON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,5,8.2%,9,14.8%,14,23%,ELEMENTARY,SCHOOL DISTRICT,14665 RT 22,NEW LEBANON,NY,12125,"14665 RT 22
NEW LEBANON, NY 12125
(42.47491741700048, -73.38025539099965)"
101601,COLUMBIA,NEW LEBANON CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,6,11.5%,13,25%,19,36.5%,MIDDLE/HIGH,SCHOOL DISTRICT,14665 RT 22,NEW LEBANON,NY,12125,"14665 RT 22
NEW LEBANON, NY 12125
(42.47491741700048, -73.38025539099965)"
110101,CORTLAND,CINCINNATUS CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,25,17.4%,33,22.9%,58,40.3%,DISTRICT TOTAL,SCHOOL DISTRICT,2809 CINCINNATUS RD,CINCINNATUS,NY,13040,"2809 CINCINNATUS RD
CINCINNATUS, NY 13040
(42.54300651800048, -75.89556737699968)"
110101,CORTLAND,CINCINNATUS CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,17,18.9%,19,21.1%,36,40%,ELEMENTARY,SCHOOL DISTRICT,2809 CINCINNATUS RD,CINCINNATUS,NY,13040,"2809 CINCINNATUS RD
CINCINNATUS, NY 13040
(42.54300651800048, -75.89556737699968)"
110101,CORTLAND,CINCINNATUS CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,,,14,35.9%,14,35.9%,MIDDLE/HIGH,SCHOOL DISTRICT,2809 CINCINNATUS RD,CINCINNATUS,NY,13040,"2809 CINCINNATUS RD
CINCINNATUS, NY 13040
(42.54300651800048, -75.89556737699968)"
110701,CORTLAND,HOMER CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,129,18.2%,138,19.5%,267,37.7%,DISTRICT TOTAL,SCHOOL DISTRICT,80 S WEST ST,HOMER,NY,13077,"80 S WEST ST
HOMER, NY 13077
(42.63078427300047, -76.19154364399964)"
110701,CORTLAND,HOMER CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,85,20.9%,73,17.9%,158,38.8%,ELEMENTARY,SCHOOL DISTRICT,80 S WEST ST,HOMER,NY,13077,"80 S WEST ST
HOMER, NY 13077
(42.63078427300047, -76.19154364399964)"
110701,CORTLAND,HOMER CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,44,14.9%,65,22%,109,36.9%,MIDDLE/HIGH,SCHOOL DISTRICT,80 S WEST ST,HOMER,NY,13077,"80 S WEST ST
HOMER, NY 13077
(42.63078427300047, -76.19154364399964)"
110901,CORTLAND,MARATHON CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,34,15.7%,50,23.1%,84,38.9%,DISTRICT TOTAL,SCHOOL DISTRICT,1 E MAIN ST,MARATHON,NY,13803,"1 E MAIN ST
MARATHON, NY 13803
(42.440151922000496, -76.03633589199967)"
110901,CORTLAND,MARATHON CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,24,20.2%,23,19.3%,47,39.5%,ELEMENTARY,SCHOOL DISTRICT,1 E MAIN ST,MARATHON,NY,13803,"1 E MAIN ST
MARATHON, NY 13803
(42.440151922000496, -76.03633589199967)"
110901,CORTLAND,MARATHON CENTRAL SCHOOL DISTRICT,CENTRAL NEW YORK,2012-2013,10,10.3%,27,27.8%,37,38.1%,MIDDLE/HIGH,SCHOOL DISTRICT,1 E MAIN ST,MARATHON,NY,13803,"1 E MAIN ST
MARATHON, NY 13803
(42.440151922000496, -76.03633589199967)"
120301,DELAWARE,DOWNSVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,16,18.8%,18,21.2%,34,40%,DISTRICT TOTAL,SCHOOL DISTRICT,14784 STATE HWY 30,DOWNSVILLE,NY,13755,"14784 STATE HWY 30
DOWNSVILLE, NY 13755
(42.077248830000485, -74.99788223599967)"
120301,DELAWARE,DOWNSVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,12,21.4%,10,17.9%,22,39.3%,ELEMENTARY,SCHOOL DISTRICT,14784 STATE HWY 30,DOWNSVILLE,NY,13755,"14784 STATE HWY 30
DOWNSVILLE, NY 13755
(42.077248830000485, -74.99788223599967)"
120301,DELAWARE,DOWNSVILLE CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,14784 STATE HWY 30,DOWNSVILLE,NY,13755,"14784 STATE HWY 30
DOWNSVILLE, NY 13755
(42.077248830000485, -74.99788223599967)"
120906,DELAWARE,HANCOCK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,21,18.3%,35,30.4%,56,48.7%,DISTRICT TOTAL,SCHOOL DISTRICT,67 EDUCATION LN,HANCOCK,NY,13783,"67 EDUCATION LN
HANCOCK, NY 13783
(41.956633501000454, -75.28131795699966)"
120906,DELAWARE,HANCOCK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,8,14.8%,16,29.6%,24,44.4%,ELEMENTARY,SCHOOL DISTRICT,67 EDUCATION LN,HANCOCK,NY,13783,"67 EDUCATION LN
HANCOCK, NY 13783
(41.956633501000454, -75.28131795699966)"
120906,DELAWARE,HANCOCK CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,6,12.5%,19,39.6%,25,52.1%,MIDDLE/HIGH,SCHOOL DISTRICT,67 EDUCATION LN,HANCOCK,NY,13783,"67 EDUCATION LN
HANCOCK, NY 13783
(41.956633501000454, -75.28131795699966)"
121502,DELAWARE,ROXBURY CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,25,18.4%,32,23.5%,57,41.9%,DISTRICT TOTAL,SCHOOL DISTRICT,53729 NYS RT 30,ROXBURY,NY,12474,"53729 NYS RT 30
ROXBURY, NY 12474
(42.28414855700049, -74.57896607599963)"
121502,DELAWARE,ROXBURY CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,19,19.4%,26,26.5%,45,45.9%,ELEMENTARY,SCHOOL DISTRICT,53729 NYS RT 30,ROXBURY,NY,12474,"53729 NYS RT 30
ROXBURY, NY 12474
(42.28414855700049, -74.57896607599963)"
121502,DELAWARE,ROXBURY CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,6,15.8%,6,15.8%,12,31.6%,MIDDLE/HIGH,SCHOOL DISTRICT,53729 NYS RT 30,ROXBURY,NY,12474,"53729 NYS RT 30
ROXBURY, NY 12474
(42.28414855700049, -74.57896607599963)"
121701,DELAWARE,STAMFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,18,12.1%,34,22.8%,52,34.9%,DISTRICT TOTAL,SCHOOL DISTRICT,1 RIVER ST,STAMFORD,NY,12167,"1 RIVER ST
STAMFORD, NY 12167
(42.41074390200049, -74.62059723299967)"
121701,DELAWARE,STAMFORD CENTRAL SCHOOL DISTRICT,NORTHEASTERN NEW YORK,2012-2013,10,11.6%,14,16.3%,24,27.9%,ELEMENTARY,SCHOOL DISTRICT,1 RIVER ST,STAMFORD,NY,12167,"1 RIVER ST
STAMFORD, NY 12167
(42.41074390200049, -74.62059723299967)"
